timestamp,member,present
1540523186,user1,"['user6', 'user0', 'user4', 'user8', 'user9']"
1540523544,user9,"['user7', 'user3', 'user2']"
1540524183,user4,"['user5', 'user3', 'user1', 'user2']"
1540524794,user9,"['user0', 'user1']"
1540525782,user2,"['user3', 'user0', 'user1', 'user4']"
1540526590,user3,"['user4', 'user2', 'user8', 'user6']"
1540527352,user9,"['user3', 'user2', 'user8']"
1540528143,user2,"['user8', 'user0', 'user7', 'user4', 'user9', 'user5', 'user6', 'user3']"
1540528423,user6,"['user2', 'user5', 'user9', 'user3']"
1540528704,user5,"['user6', 'user0', 'user2', 'user9', 'user4', 'user7']"
1540529606,user5,"['user2', 'user8', 'user6', 'user9']"
1540529644,user9,"['user8', 'user0']"
1540529858,user0,"['user4', 'user3', 'user9', 'user6', 'user1']"
1540530824,user7,"['user9', 'user8']"
1540530833,user7,"['user6', 'user8']"
1540531119,user7,"['user0', 'user8']"
1540531657,user5,"['user4', 'user8']"
1540532594,user3,"['user1', 'user7', 'user5', 'user0', 'user2', 'user6', 'user4']"
1540532895,user9,"['user6', 'user7', 'user0', 'user1', 'user4', 'user5', 'user8']"
1540533774,user5,"['user0', 'user6']"
1540534600,user7,"['user2', 'user3']"
1540534858,user4,['user0']
1540535504,user7,"['user5', 'user2', 'user9', 'user0']"
1540535737,user0,"['user7', 'user1', 'user6', 'user4']"
1540536699,user0,"['user9', 'user4']"
1540537057,user8,"['user6', 'user4', 'user1', 'user0', 'user5', 'user7', 'user3', 'user2']"
1540538026,user0,"['user9', 'user2', 'user5', 'user4']"
1540538122,user0,"['user9', 'user3', 'user4']"
1540538877,user2,"['user1', 'user0', 'user4']"
1540539177,user0,"['user7', 'user1', 'user4']"
1540539628,user8,"['user1', 'user4', 'user7', 'user2']"
1540540181,user8,"['user9', 'user5', 'user1', 'user4', 'user0', 'user2']"
1540541059,user0,['user4']
1540541418,user1,['user3']
1540541931,user1,"['user9', 'user3', 'user7']"
1540542621,user8,"['user5', 'user7', 'user2']"
1540543105,user5,"['user6', 'user9', 'user4', 'user7', 'user3']"
1540543370,user9,"['user0', 'user3']"
1540543764,user6,"['user9', 'user2']"
1540544297,user5,['user6']
1540544792,user9,"['user6', 'user3']"
1540545227,user6,"['user4', 'user8', 'user2']"
1540545813,user6,"['user2', 'user8', 'user9']"
1540546234,user1,"['user4', 'user0', 'user7', 'user3', 'user2', 'user9']"
1540546853,user0,"['user5', 'user4']"
1540547474,user8,"['user7', 'user9', 'user2']"
1540548212,user0,"['user5', 'user4']"
1540548799,user1,"['user3', 'user5']"
1540549651,user8,"['user1', 'user2']"
1540550382,user0,"['user7', 'user1', 'user4']"
1540550408,user0,"['user5', 'user4', 'user7']"
1540551264,user8,"['user4', 'user2']"
1540551628,user8,"['user5', 'user3', 'user6', 'user7', 'user2']"
1540551641,user1,"['user8', 'user6', 'user4']"
1540552447,user8,"['user7', 'user5', 'user3', 'user2']"
1540553300,user2,"['user6', 'user8', 'user9', 'user4']"
1540553375,user2,"['user4', 'user5']"
1540554245,user5,"['user8', 'user9', 'user2', 'user7', 'user4']"
1540555018,user2,"['user1', 'user7']"
1540555041,user7,"['user4', 'user5', 'user9', 'user3', 'user0', 'user6', 'user2', 'user1']"
1540555123,user7,"['user9', 'user8', 'user6', 'user1', 'user5', 'user0']"
1540555665,user4,"['user2', 'user6', 'user3']"
1540555919,user9,"['user4', 'user3', 'user2', 'user5', 'user7']"
1540556454,user2,"['user1', 'user5', 'user9', 'user8', 'user6', 'user4']"
1540556716,user0,"['user6', 'user2', 'user4', 'user8', 'user7']"
1540557269,user8,"['user0', 'user9', 'user3', 'user2']"
1540557739,user1,"['user9', 'user0']"
1540558002,user6,"['user1', 'user5', 'user4', 'user0', 'user2', 'user9']"
1540558730,user7,"['user8', 'user1', 'user0', 'user5', 'user3']"
1540559163,user6,"['user7', 'user2']"
1540560084,user1,"['user9', 'user3', 'user5']"
1540560808,user8,"['user0', 'user2']"
1540560823,user5,"['user3', 'user6']"
1540561502,user4,"['user3', 'user6']"
1540561647,user4,"['user0', 'user5', 'user3']"
1540562355,user6,"['user8', 'user2', 'user0', 'user4', 'user7', 'user9']"
1540562982,user2,"['user7', 'user3', 'user4']"
1540563351,user8,"['user0', 'user2']"
1540563946,user6,"['user8', 'user9', 'user5', 'user1', 'user2']"
1540564065,user0,"['user6', 'user8', 'user4']"
1540564193,user7,['user4']
1540564674,user8,"['user5', 'user6', 'user2', 'user0', 'user7', 'user4']"
1540565646,user0,"['user3', 'user2', 'user1', 'user4']"
1540566480,user5,"['user3', 'user6']"
1540566992,user4,"['user7', 'user9', 'user2', 'user0', 'user1', 'user3', 'user5']"
1540567202,user9,"['user7', 'user3', 'user2']"
1540567486,user7,"['user2', 'user4', 'user0']"
1540568316,user7,"['user9', 'user3', 'user2', 'user4']"
1540568846,user0,"['user3', 'user2', 'user4']"
1540568954,user5,"['user2', 'user3', 'user0', 'user1', 'user9', 'user7']"
1540569114,user3,"['user4', 'user8', 'user1', 'user5', 'user6']"
1540569713,user4,"['user5', 'user6']"
1540570332,user6,"['user9', 'user2', 'user8', 'user1', 'user0', 'user7']"
1540570830,user9,"['user4', 'user3', 'user6']"
1540571308,user1,"['user5', 'user4', 'user3']"
1540571653,user3,"['user9', 'user2', 'user5', 'user6']"
1540571924,user6,"['user3', 'user4', 'user2']"
1540572403,user8,"['user1', 'user7', 'user2']"
1540572533,user9,"['user7', 'user8']"
1540572622,user1,"['user4', 'user7']"
1540573507,user2,"['user0', 'user4', 'user7', 'user9', 'user5']"
1540573542,user7,"['user6', 'user8']"
1540573672,user2,"['user8', 'user4']"
1540574562,user2,"['user3', 'user5', 'user1', 'user4']"
1540574985,user7,"['user2', 'user8']"
1540575905,user5,"['user7', 'user0']"
1540576788,user9,"['user0', 'user5', 'user2']"
1540577166,user6,"['user0', 'user8', 'user1', 'user9', 'user2']"
1540577588,user0,"['user3', 'user4', 'user1', 'user9', 'user6']"
1540577655,user5,"['user2', 'user7', 'user3']"
1540578341,user1,"['user7', 'user4', 'user3', 'user0']"
1540578831,user5,"['user3', 'user8']"
1540579327,user0,"['user2', 'user7', 'user5', 'user3', 'user9', 'user4']"
1540579979,user8,"['user0', 'user3', 'user9', 'user2']"
1540580426,user9,"['user6', 'user1', 'user2', 'user3', 'user7', 'user0', 'user5', 'user4']"
1540581362,user8,"['user5', 'user9', 'user4', 'user2']"
1540581538,user8,"['user7', 'user2']"
1540582388,user9,"['user8', 'user6', 'user7', 'user1', 'user4']"
1540582729,user2,"['user9', 'user3', 'user4']"
1540582867,user0,"['user5', 'user4']"
1540583343,user1,"['user5', 'user7']"
1540583621,user5,"['user4', 'user2', 'user3', 'user8']"
1540584181,user6,"['user5', 'user4', 'user3', 'user2']"
1540584902,user8,"['user9', 'user1', 'user3', 'user5', 'user2']"
1540585734,user8,"['user7', 'user5', 'user3', 'user0', 'user6', 'user9', 'user1', 'user2']"
1540585774,user7,"['user3', 'user9']"
1540585781,user1,"['user6', 'user7', 'user5', 'user2']"
1540585921,user9,"['user4', 'user3', 'user8', 'user0', 'user7', 'user2']"
1540586534,user6,"['user5', 'user1', 'user9', 'user0', 'user4', 'user3', 'user2']"
1540586860,user1,"['user9', 'user7', 'user4', 'user0', 'user8']"
1540586941,user2,"['user7', 'user5', 'user3', 'user4']"
1540587458,user1,"['user8', 'user9', 'user5', 'user3']"
1540588074,user3,"['user4', 'user0', 'user2', 'user6']"
1540588089,user0,"['user8', 'user4', 'user1', 'user7', 'user9', 'user6']"
1540588873,user8,"['user0', 'user4', 'user2']"
1540589111,user4,"['user9', 'user3', 'user8']"
1540589720,user6,"['user8', 'user5', 'user2']"
1540590114,user1,['user9']
1540590705,user5,"['user4', 'user3', 'user6', 'user0', 'user8', 'user9', 'user1']"
1540591258,user5,"['user7', 'user8', 'user1', 'user4', 'user0']"
1540592181,user5,"['user1', 'user6', 'user4']"
1540592207,user5,['user7']
1540592694,user9,"['user8', 'user4', 'user0', 'user5', 'user7', 'user6', 'user3', 'user1']"
1540593453,user9,"['user3', 'user5', 'user4', 'user0']"
1540594316,user2,"['user8', 'user9', 'user7', 'user4']"
1540594681,user4,"['user5', 'user3', 'user7', 'user8', 'user6']"
1540595620,user9,"['user5', 'user8', 'user4', 'user2', 'user0', 'user3', 'user7']"
1540595781,user0,"['user5', 'user4']"
1540595859,user0,"['user7', 'user6', 'user9', 'user3', 'user5', 'user2', 'user1', 'user4']"
1540596087,user3,"['user7', 'user8', 'user0', 'user6']"
1540596355,user0,"['user3', 'user5', 'user4', 'user9', 'user7']"
1540596594,user0,"['user7', 'user9', 'user4']"
1540597296,user0,"['user5', 'user1', 'user6', 'user4']"
1540597497,user0,"['user1', 'user6', 'user2', 'user4']"
1540597911,user9,"['user2', 'user0']"
1540598587,user2,"['user7', 'user6', 'user5', 'user1', 'user3', 'user9', 'user8', 'user4']"
1540598772,user5,"['user3', 'user0', 'user4', 'user9']"
1540599030,user9,['user3']
1540599839,user0,"['user8', 'user2', 'user4']"
1540600569,user1,"['user8', 'user0']"
1540600611,user4,"['user0', 'user3', 'user8']"
1540600832,user6,"['user2', 'user5', 'user4', 'user9']"
1540601362,user0,"['user8', 'user3', 'user9', 'user7', 'user4', 'user6', 'user5']"
1540601691,user4,['user5']
1540601755,user8,"['user7', 'user5', 'user0', 'user6', 'user2']"
1540602089,user4,"['user2', 'user3', 'user6']"
1540602162,user0,"['user2', 'user1', 'user8', 'user4']"
1540602266,user6,"['user0', 'user2']"
1540602285,user0,"['user3', 'user5', 'user7', 'user9', 'user6', 'user2', 'user4']"
1540602778,user0,"['user7', 'user4', 'user2']"
1540603597,user2,"['user9', 'user3', 'user7', 'user4']"
1540603749,user2,"['user8', 'user4', 'user0']"
1540603841,user8,"['user3', 'user6', 'user7', 'user9', 'user2']"
1540604422,user4,"['user5', 'user9', 'user3', 'user1']"
1540605062,user5,"['user9', 'user8', 'user3']"
1540605064,user7,"['user1', 'user4', 'user0', 'user3']"
1540605233,user4,"['user7', 'user8', 'user1', 'user9']"
1540606169,user8,"['user5', 'user3', 'user2']"
1540607168,user1,['user3']
1540607738,user3,"['user9', 'user4', 'user2', 'user1', 'user6']"
1540608086,user2,"['user7', 'user6', 'user0', 'user8', 'user9', 'user4']"
1540608806,user9,"['user4', 'user2']"
1540609658,user6,"['user9', 'user5', 'user8', 'user2']"
1540610256,user3,"['user2', 'user7', 'user6']"
1540611064,user0,"['user8', 'user7']"
1540611533,user9,"['user2', 'user4', 'user7', 'user8']"
1540612411,user4,"['user8', 'user6', 'user0', 'user5', 'user2', 'user7']"
1540613085,user4,['user3']
1540613652,user1,"['user6', 'user9', 'user2', 'user4', 'user7']"
1540613799,user8,"['user3', 'user4', 'user2']"
1540614032,user4,"['user1', 'user5', 'user2', 'user0', 'user9', 'user3']"
1540614541,user3,"['user8', 'user0', 'user9', 'user2', 'user4', 'user6']"
1540614880,user6,"['user1', 'user7', 'user2']"
1540614888,user7,['user6']
1540615724,user2,"['user7', 'user8', 'user4']"
1540616485,user7,"['user2', 'user0']"
1540617307,user0,['user4']
1540617825,user6,"['user4', 'user3', 'user7', 'user5', 'user2']"
1540618570,user7,['user4']
1540618984,user2,"['user5', 'user3', 'user8', 'user7', 'user4', 'user0', 'user1', 'user6']"
1540619677,user9,"['user1', 'user7', 'user5', 'user8', 'user3', 'user4']"
1540619986,user4,"['user6', 'user3']"
1540620096,user7,"['user4', 'user2']"
1540620581,user9,['user4']
1540621380,user8,"['user7', 'user2']"
1540622360,user6,"['user9', 'user3', 'user5', 'user2']"
1540623199,user3,"['user2', 'user6']"
1540624006,user8,"['user9', 'user1', 'user6', 'user5', 'user2']"
1540624938,user6,"['user5', 'user1', 'user0', 'user2']"
1540625190,user5,"['user7', 'user2', 'user3', 'user6', 'user9', 'user1']"
1540625893,user3,"['user4', 'user1', 'user8', 'user9', 'user6']"
1540626698,user3,"['user9', 'user2', 'user8', 'user4', 'user1', 'user6']"
1540627610,user4,"['user8', 'user2']"
1540627906,user6,"['user2', 'user7', 'user4', 'user3', 'user0', 'user5']"
1540627945,user5,"['user4', 'user9', 'user1', 'user3', 'user2', 'user0']"
1540628064,user6,"['user5', 'user7', 'user4', 'user2']"
1540628930,user4,"['user2', 'user3', 'user0', 'user5']"
1540629035,user6,"['user8', 'user0', 'user7', 'user2']"
1540629546,user2,"['user4', 'user1', 'user9', 'user5', 'user0', 'user6']"
1540630015,user5,"['user8', 'user4', 'user1']"
1540630620,user4,"['user6', 'user7', 'user1']"
1540630755,user0,"['user7', 'user6', 'user3', 'user4']"
1540631206,user8,"['user7', 'user6', 'user2']"
1540631284,user9,"['user6', 'user8', 'user3', 'user1']"
1540632010,user5,"['user2', 'user0']"
1540632740,user4,"['user7', 'user6', 'user3']"
1540633510,user6,"['user5', 'user9', 'user4', 'user7', 'user2', 'user8', 'user3']"
1540634171,user8,"['user2', 'user0', 'user7']"
1540634682,user1,"['user4', 'user2', 'user3', 'user7', 'user8', 'user9']"
1540634796,user8,"['user9', 'user6', 'user0']"
1540635700,user0,"['user8', 'user6', 'user4', 'user7']"
1540636510,user1,"['user2', 'user7', 'user0']"
1540637315,user6,"['user8', 'user3', 'user5', 'user2']"
1540637855,user7,"['user3', 'user1', 'user8', 'user9', 'user4', 'user5']"
1540638796,user3,"['user1', 'user2', 'user0', 'user6']"
1540639524,user7,"['user0', 'user5', 'user6', 'user8', 'user2']"
1540639836,user8,"['user2', 'user5', 'user3']"
1540640454,user5,"['user1', 'user8', 'user9', 'user7']"
1540640563,user7,"['user8', 'user9']"
1540641025,user5,"['user8', 'user3', 'user2']"
1540641811,user6,"['user0', 'user7', 'user4', 'user9', 'user1', 'user5', 'user2']"
1540642765,user3,"['user6', 'user8', 'user4', 'user1', 'user0', 'user2']"
1540642959,user5,"['user3', 'user9', 'user4', 'user1', 'user6', 'user8', 'user7', 'user2']"
1540643181,user7,"['user3', 'user4', 'user0']"
1540643565,user3,"['user7', 'user2', 'user8', 'user1', 'user9', 'user4', 'user0', 'user5', 'user6']"
1540644145,user9,"['user2', 'user7', 'user5', 'user1', 'user0']"
1540644364,user6,"['user7', 'user5', 'user0', 'user4', 'user8', 'user2']"
1540644979,user0,"['user1', 'user4', 'user7', 'user2']"
1540645830,user4,['user9']
1540646397,user3,"['user5', 'user6', 'user2', 'user8', 'user7', 'user9', 'user0', 'user4']"
1540646661,user5,"['user4', 'user3', 'user7']"
1540646754,user4,['user9']
1540647046,user9,['user1']
1540647669,user2,"['user5', 'user1', 'user0', 'user9', 'user3', 'user4']"
1540647806,user0,['user4']
1540648531,user3,"['user0', 'user6', 'user1', 'user7', 'user5', 'user8', 'user4']"
1540648801,user8,"['user0', 'user2']"
1540649286,user4,"['user2', 'user0', 'user5', 'user6', 'user3', 'user1', 'user7']"
1540649914,user0,"['user3', 'user4', 'user2']"
1540650375,user8,"['user5', 'user0', 'user1', 'user6', 'user9', 'user2', 'user7', 'user3']"
1540650508,user7,"['user1', 'user6', 'user2', 'user9']"
1540651128,user9,"['user6', 'user0', 'user5', 'user7']"
1540651251,user8,"['user4', 'user1', 'user3', 'user7', 'user2']"
1540652198,user6,"['user2', 'user9']"
1540652887,user5,['user8']
1540653475,user0,"['user2', 'user3', 'user4']"
1540654091,user4,"['user0', 'user7', 'user9', 'user3', 'user1', 'user5']"
1540654578,user5,"['user3', 'user0']"
1540654969,user8,"['user6', 'user2']"
1540655177,user5,"['user0', 'user2', 'user1', 'user9']"
1540655612,user8,"['user1', 'user4', 'user6', 'user2']"
1540656501,user5,"['user0', 'user2', 'user1', 'user6', 'user4']"
1540656938,user8,"['user6', 'user0', 'user2']"
1540657101,user9,"['user7', 'user6', 'user0', 'user8', 'user4', 'user2', 'user1']"
1540657845,user4,"['user1', 'user0', 'user2', 'user7', 'user9']"
1540657900,user5,"['user4', 'user0', 'user6', 'user7', 'user8', 'user1']"
1540658492,user8,"['user0', 'user5', 'user7', 'user3']"
1540658757,user6,"['user2', 'user8', 'user5']"
1540658942,user2,"['user6', 'user1', 'user8', 'user4']"
1540659874,user8,"['user2', 'user7', 'user6', 'user5', 'user9', 'user0']"
1540660864,user9,"['user4', 'user8', 'user7', 'user2']"
1540661472,user8,"['user7', 'user1', 'user9', 'user3', 'user2']"
1540662163,user5,"['user3', 'user7', 'user2', 'user0']"
1540662940,user4,"['user6', 'user9', 'user8']"
1540663734,user9,"['user4', 'user7', 'user2']"
1540664563,user8,"['user0', 'user3', 'user1', 'user2', 'user7']"
1540664863,user0,"['user7', 'user4']"
1540665310,user0,"['user7', 'user1', 'user9', 'user4']"
1540666174,user4,"['user8', 'user5', 'user7', 'user2', 'user9', 'user1', 'user6']"
1540666886,user3,"['user9', 'user1', 'user5', 'user8', 'user2', 'user0', 'user6']"
1540667413,user1,"['user6', 'user5']"
1540668129,user1,['user9']
1540668286,user1,"['user4', 'user5', 'user3', 'user7']"
1540668530,user3,"['user1', 'user4', 'user5', 'user6']"
1540668786,user2,"['user9', 'user0', 'user5', 'user8', 'user4', 'user1']"
1540668796,user6,"['user3', 'user7', 'user1', 'user9', 'user2']"
1540669523,user0,"['user1', 'user2', 'user3', 'user6', 'user9', 'user4']"
1540669896,user8,"['user4', 'user5', 'user9', 'user6', 'user0', 'user1', 'user3', 'user7']"
1540670386,user4,"['user2', 'user8', 'user3']"
1540670929,user7,"['user0', 'user1', 'user4', 'user6', 'user2']"
1540671791,user5,"['user0', 'user2', 'user1', 'user8', 'user4']"
1540671848,user5,"['user7', 'user2']"
1540672496,user3,"['user9', 'user6', 'user1']"
1540673460,user3,"['user7', 'user8', 'user6', 'user4']"
1540674140,user9,"['user5', 'user7', 'user8', 'user4', 'user3', 'user1']"
1540674216,user7,"['user6', 'user4', 'user0', 'user3', 'user8', 'user2']"
1540674956,user3,"['user6', 'user9']"
1540675835,user4,"['user2', 'user5', 'user1']"
1540676626,user8,"['user4', 'user3', 'user2']"
1540677438,user8,"['user4', 'user1', 'user9', 'user7', 'user6', 'user0', 'user2']"
1540677769,user2,"['user4', 'user9', 'user0']"
1540678240,user0,"['user6', 'user8', 'user2', 'user4']"
1540679188,user4,"['user0', 'user9', 'user3', 'user8', 'user7', 'user1', 'user6', 'user2']"
1540679697,user0,"['user5', 'user3', 'user6', 'user4']"
1540680693,user5,"['user8', 'user9', 'user4', 'user0', 'user2', 'user3', 'user7']"
1540681228,user0,"['user2', 'user4', 'user5', 'user1', 'user7']"
1540681803,user2,"['user6', 'user7', 'user3', 'user4']"
1540682263,user1,"['user6', 'user5', 'user4', 'user7', 'user8', 'user2', 'user0']"
1540683171,user3,"['user0', 'user6']"
1540684050,user2,"['user7', 'user0', 'user4']"
1540684894,user5,"['user2', 'user8', 'user7']"
1540685570,user2,"['user1', 'user0', 'user3', 'user5', 'user4']"
1540686039,user5,"['user6', 'user8', 'user3', 'user7']"
1540686299,user0,"['user6', 'user7']"
1540687036,user2,"['user1', 'user3', 'user5', 'user4', 'user7', 'user6']"
1540687742,user4,"['user5', 'user3', 'user9', 'user0', 'user2']"
1540688672,user4,"['user3', 'user8', 'user0']"
1540689056,user6,"['user7', 'user3', 'user1', 'user2']"
1540689335,user5,"['user7', 'user6', 'user1']"
1540689700,user9,"['user8', 'user2', 'user3', 'user7', 'user5']"
1540690144,user8,"['user5', 'user1', 'user7', 'user3', 'user2']"
1540690374,user2,"['user0', 'user8', 'user9', 'user7', 'user1', 'user4']"
1540690726,user2,"['user4', 'user0', 'user7', 'user6', 'user5', 'user9']"
1540691548,user8,"['user4', 'user1', 'user6', 'user3', 'user2', 'user5']"
1540691668,user4,"['user0', 'user5', 'user9', 'user6', 'user8', 'user3']"
1540692295,user6,"['user5', 'user1', 'user8', 'user9', 'user2', 'user3']"
1540693223,user2,"['user5', 'user8', 'user3', 'user6', 'user1', 'user4']"
1540694206,user6,"['user7', 'user4', 'user5', 'user2']"
1540694242,user3,"['user4', 'user0', 'user6']"
1540695039,user2,"['user5', 'user3', 'user8', 'user0', 'user4']"
1540695151,user3,"['user0', 'user4', 'user6', 'user2', 'user9']"
1540696115,user4,['user1']
1540696638,user3,"['user2', 'user8', 'user6', 'user1', 'user9', 'user4', 'user7']"
1540696706,user5,"['user3', 'user7', 'user4', 'user9', 'user1']"
1540697102,user1,"['user8', 'user6']"
1540697232,user1,"['user7', 'user6']"
1540697759,user9,"['user8', 'user2', 'user5']"
1540698450,user0,"['user9', 'user7', 'user1', 'user6', 'user2']"
1540699426,user7,"['user0', 'user9']"
1540699789,user9,['user1']
1540700139,user7,"['user9', 'user6', 'user8']"
1540700436,user1,"['user6', 'user8', 'user7', 'user0', 'user3']"
1540701040,user9,"['user8', 'user4', 'user2', 'user6']"
1540701656,user0,"['user4', 'user5', 'user3']"
1540702567,user7,"['user8', 'user6', 'user4', 'user5']"
1540702865,user1,['user8']
1540703280,user6,"['user9', 'user2']"
1540703685,user7,"['user6', 'user9', 'user4', 'user1', 'user3']"
1540704061,user6,"['user0', 'user3', 'user1', 'user4', 'user9', 'user2']"
1540704355,user3,"['user8', 'user7', 'user0', 'user5', 'user6']"
1540704723,user4,"['user3', 'user5', 'user1', 'user6', 'user8']"
1540704803,user9,"['user4', 'user1', 'user2', 'user5']"
1540705007,user3,"['user1', 'user5', 'user7', 'user6']"
1540705355,user7,"['user8', 'user6']"
1540705728,user1,"['user9', 'user6', 'user0', 'user8']"
1540706076,user9,['user4']
1540706420,user6,"['user3', 'user8', 'user0', 'user7', 'user2']"
1540706698,user9,['user6']
1540707434,user1,"['user3', 'user4', 'user0', 'user7', 'user8', 'user2', 'user5']"
1540707997,user1,"['user8', 'user9', 'user5']"
1540708724,user5,"['user2', 'user8', 'user3']"
1540709594,user7,"['user9', 'user2']"
1540710154,user8,"['user3', 'user5', 'user7', 'user9', 'user2']"
1540710461,user5,"['user6', 'user2', 'user3', 'user0', 'user4', 'user9']"
1540710825,user8,"['user6', 'user3', 'user2']"
1540710973,user4,"['user3', 'user1', 'user8']"
1540711407,user4,"['user9', 'user6', 'user5', 'user7', 'user1']"
1540711505,user4,"['user8', 'user1', 'user9']"
1540711886,user6,"['user3', 'user4', 'user8', 'user2', 'user0', 'user5', 'user7', 'user1']"
1540711992,user5,"['user0', 'user8', 'user1', 'user3']"
1540712208,user3,"['user0', 'user4', 'user6']"
1540712526,user5,"['user3', 'user7']"
1540713236,user2,"['user4', 'user3', 'user6', 'user9', 'user8', 'user7']"
1540713883,user0,"['user1', 'user2', 'user8', 'user9', 'user6', 'user4']"
1540714188,user2,"['user0', 'user3', 'user6', 'user5', 'user4']"
1540714220,user2,"['user8', 'user5', 'user9', 'user4']"
1540715037,user6,"['user4', 'user0', 'user3', 'user2']"
1540715585,user0,"['user5', 'user1', 'user7', 'user8', 'user3', 'user2', 'user4']"
1540716209,user4,"['user5', 'user9', 'user3', 'user7']"
1540716319,user3,"['user6', 'user9', 'user7']"
1540717226,user4,"['user8', 'user2', 'user1', 'user6', 'user3']"
1540718027,user7,"['user8', 'user2', 'user5', 'user4', 'user0', 'user1', 'user3']"
1540718620,user0,"['user4', 'user9', 'user6', 'user3']"
1540719519,user9,"['user3', 'user7', 'user0']"
1540720132,user4,"['user8', 'user9', 'user5', 'user3', 'user7']"
1540720471,user5,['user7']
1540721153,user2,"['user8', 'user4']"
1540721395,user0,"['user4', 'user8']"
1540722024,user8,"['user7', 'user4', 'user9', 'user2']"
1540722429,user1,"['user8', 'user5']"
1540723160,user6,"['user1', 'user4', 'user8', 'user5', 'user3', 'user2']"
1540723883,user3,"['user4', 'user2', 'user6']"
1540724727,user9,"['user0', 'user7', 'user4', 'user5', 'user2', 'user1']"
1540725629,user4,"['user8', 'user7', 'user1']"
1540726461,user2,"['user3', 'user7', 'user4']"
1540727233,user3,"['user2', 'user6', 'user5', 'user1']"
1540728063,user5,"['user1', 'user3', 'user8', 'user7', 'user0', 'user6']"
1540728403,user4,"['user0', 'user5']"
1540729196,user6,"['user2', 'user1', 'user7']"
1540730062,user4,"['user8', 'user2', 'user3', 'user1', 'user6']"
1540730522,user0,"['user5', 'user9', 'user2', 'user3', 'user4', 'user7', 'user1']"
1540730863,user5,"['user6', 'user8']"
1540731532,user9,"['user0', 'user6', 'user1']"
1540732143,user4,"['user5', 'user2']"
1540732873,user5,"['user3', 'user2']"
1540733848,user5,"['user1', 'user7', 'user6', 'user3', 'user9', 'user2', 'user0']"
1540734242,user0,"['user5', 'user9', 'user4']"
1540734703,user0,"['user7', 'user6', 'user3', 'user1', 'user2', 'user4']"
1540735011,user5,"['user6', 'user3', 'user1', 'user0', 'user8']"
1540735943,user8,"['user6', 'user9', 'user5', 'user2']"
1540736328,user0,"['user6', 'user9']"
1540736389,user3,"['user0', 'user7', 'user1', 'user6', 'user2', 'user9']"
1540737201,user0,"['user5', 'user6', 'user3', 'user1', 'user9', 'user4']"
1540737644,user6,"['user5', 'user1', 'user7', 'user2']"
1540738058,user7,"['user3', 'user1', 'user0', 'user4']"
1540738674,user1,"['user8', 'user6', 'user4']"
1540738808,user7,"['user9', 'user3']"
1540739052,user6,"['user0', 'user1', 'user9', 'user2']"
1540739839,user1,['user3']
1540740184,user8,"['user5', 'user7', 'user1', 'user4', 'user0', 'user2']"
1540741182,user5,"['user8', 'user3', 'user9', 'user6', 'user1', 'user0']"
1540741831,user6,"['user2', 'user9']"
1540742825,user7,"['user9', 'user5', 'user3', 'user0', 'user2']"
1540743793,user2,"['user7', 'user3', 'user4']"
1540744551,user4,"['user7', 'user2']"
1540744682,user3,"['user1', 'user8', 'user5', 'user6']"
1540744941,user2,"['user3', 'user4']"
1540745347,user1,"['user5', 'user2', 'user9', 'user6', 'user8', 'user3']"
1540746273,user7,['user9']
1540746805,user9,"['user0', 'user3', 'user6', 'user4', 'user2', 'user5']"
1540747332,user2,"['user9', 'user8', 'user0', 'user3', 'user4']"
1540747801,user2,"['user1', 'user9']"
1540747864,user7,"['user8', 'user3']"
1540748175,user3,"['user1', 'user5', 'user6']"
1540748714,user5,"['user9', 'user0']"
1540749082,user4,['user5']
1540749882,user6,"['user7', 'user5', 'user8', 'user4', 'user3', 'user2']"
1540749975,user7,"['user3', 'user9', 'user0', 'user8', 'user6']"
1540750195,user4,"['user9', 'user3']"
1540750247,user4,"['user7', 'user6', 'user0', 'user5', 'user3']"
1540750516,user1,"['user2', 'user7', 'user8', 'user9']"
1540750777,user2,"['user9', 'user5', 'user6', 'user4']"
1540751157,user9,"['user7', 'user1', 'user6', 'user2', 'user3', 'user4']"
1540751362,user3,"['user5', 'user1', 'user7', 'user6']"
1540751791,user2,"['user8', 'user7', 'user0', 'user1', 'user4', 'user5']"
1540752782,user5,"['user8', 'user4']"
1540753672,user1,"['user0', 'user2', 'user5', 'user4', 'user9', 'user7']"
1540754009,user3,"['user8', 'user5', 'user2', 'user6']"
1540754432,user3,"['user9', 'user1', 'user6', 'user7', 'user4', 'user5']"
1540755084,user1,"['user2', 'user4', 'user3', 'user6', 'user8', 'user0', 'user7']"
1540755682,user9,"['user4', 'user1', 'user0']"
1540756530,user7,"['user9', 'user3']"
1540756661,user5,['user2']
1540757251,user7,"['user1', 'user2', 'user0']"
1540757316,user2,['user4']
1540757513,user4,"['user9', 'user5', 'user0', 'user2', 'user8']"
1540757795,user5,"['user8', 'user4', 'user0', 'user3', 'user9']"
1540758683,user4,"['user0', 'user8', 'user6', 'user9']"
1540759363,user3,"['user8', 'user7', 'user0', 'user2', 'user6']"
1540759657,user1,"['user0', 'user8']"
1540760223,user0,"['user9', 'user2', 'user1', 'user8', 'user4']"
1540761044,user6,"['user7', 'user2', 'user8', 'user5', 'user1', 'user9']"
1540761730,user0,"['user2', 'user7', 'user3', 'user1', 'user6', 'user4']"
1540762237,user2,"['user7', 'user9', 'user5', 'user4']"
